REF_DATE,GEO,DGUID,Farm type,Program payments and market income,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2014,Quebec,2016A000224,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310648,6.2.1,10980.0,B,,,0
2014,Quebec,2016A000224,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310649,6.2.2,49808.0,,,,0
2014,Quebec,2016A000224,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310650,6.2.3,10598.0,,,,0
2014,Quebec,2016A000224,Potato farming,Net program payments,Dollars,81,units ,0,v52310651,6.3.1,37812.0,C,,,0
2014,Quebec,2016A000224,Potato farming,Net market income,Dollars,81,units ,0,v52310652,6.3.2,47509.0,,,,0
2014,Quebec,2016A000224,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310653,6.3.3,-36012.0,,,,0
2014,Quebec,2016A000224,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310654,6.4.1,25206.0,D,,,0
2014,Quebec,2016A000224,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310655,6.4.2,81639.0,,,,0
2014,Quebec,2016A000224,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310656,6.4.3,38778.0,,,,0
2014,Quebec,2016A000224,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310657,6.5.1,11923.0,C,,,0
2014,Quebec,2016A000224,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310658,6.5.2,34576.0,,,,0
2014,Quebec,2016A000224,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310659,6.5.3,10897.0,,,,0
2014,Quebec,2016A000224,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310660,6.6.1,24004.0,D,,,0
2014,Quebec,2016A000224,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310661,6.6.2,36901.0,,,,0
2014,Quebec,2016A000224,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310662,6.6.3,-5439.0,,,,0
2014,Quebec,2016A000224,Other crop farming,Net program payments,Dollars,81,units ,0,v52310663,6.7.1,3986.0,C,,,0
2014,Quebec,2016A000224,Other crop farming,Net market income,Dollars,81,units ,0,v52310664,6.7.2,21458.0,,,,0
2014,Quebec,2016A000224,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310665,6.7.3,4707.0,,,,0
2014,Quebec,2016A000224,Animal production,Net program payments,Dollars,81,units ,0,v52310666,6.8.1,14653.0,A,,,0
2014,Quebec,2016A000224,Animal production,Net market income,Dollars,81,units ,0,v52310667,6.8.2,84730.0,,,,0
2014,Quebec,2016A000224,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310668,6.8.3,46415.0,,,,0
2014,Quebec,2016A000224,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310669,6.9.1,15701.0,A,,,0
2014,Quebec,2016A000224,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310670,6.9.2,6696.0,,,,0
2014,Quebec,2016A000224,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310671,6.9.3,-9272.0,,,,0
2014,Quebec,2016A000224,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310672,6.10.1,7520.0,B,,,0
2014,Quebec,2016A000224,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310673,6.10.2,119232.0,,,,0
2014,Quebec,2016A000224,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310674,6.10.3,68168.0,,,,0
2014,Quebec,2016A000224,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310675,6.11.1,53280.0,C,,,0
2014,Quebec,2016A000224,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310676,6.11.2,128448.0,,,,0
2014,Quebec,2016A000224,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310677,6.11.3,73793.0,,,,0
2014,Quebec,2016A000224,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310678,6.12.1,9239.0,D,,,0
2014,Quebec,2016A000224,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310679,6.12.2,222322.0,,,,0
2014,Quebec,2016A000224,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310680,6.12.3,167486.0,,,,0
2014,Quebec,2016A000224,Other animal production,Net program payments,Dollars,81,units ,0,v52310681,6.13.1,16521.0,C,,,0
2014,Quebec,2016A000224,Other animal production,Net market income,Dollars,81,units ,0,v52310682,6.13.2,5838.0,,,,0
2014,Quebec,2016A000224,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310683,6.13.3,-8557.0,,,,0
2014,Ontario,2016A000235,Crop production,Net program payments,Dollars,81,units ,0,v52310684,7.1.1,9198.0,B,,,0
2014,Ontario,2016A000235,Crop production,Net market income,Dollars,81,units ,0,v52310685,7.1.2,46611.0,,,,0
2014,Ontario,2016A000235,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310686,7.1.3,13711.0,,,,0
2014,Ontario,2016A000235,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310687,7.2.1,6095.0,B,,,0
2014,Ontario,2016A000235,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310688,7.2.2,40214.0,,,,0
2014,Ontario,2016A000235,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310689,7.2.3,12025.0,,,,0
2014,Ontario,2016A000235,Potato farming,Net program payments,Dollars,81,units ,0,v52310690,7.3.1,25559.0,D,,,0
2014,Ontario,2016A000235,Potato farming,Net market income,Dollars,81,units ,0,v52310691,7.3.2,116622.0,,,,0
2014,Ontario,2016A000235,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310692,7.3.3,10506.0,,,,0
2014,Ontario,2016A000235,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310693,7.4.1,20945.0,C,,,0
2014,Ontario,2016A000235,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310694,7.4.2,58884.0,,,,0
2014,Ontario,2016A000235,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310695,7.4.3,22883.0,,,,0
2014,Ontario,2016A000235,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310696,7.5.1,19206.0,D,,,0
2014,Ontario,2016A000235,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310697,7.5.2,28234.0,,,,0
2014,Ontario,2016A000235,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310698,7.5.3,3735.0,,,,0
2014,Ontario,2016A000235,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310699,7.6.1,47748.0,D,,,0
2014,Ontario,2016A000235,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310700,7.6.2,165482.0,,,,0
2014,Ontario,2016A000235,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310701,7.6.3,23911.0,,,,0
2014,Ontario,2016A000235,Other crop farming,Net program payments,Dollars,81,units ,0,v52310702,7.7.1,4722.0,D,,,0
2014,Ontario,2016A000235,Other crop farming,Net market income,Dollars,81,units ,0,v52310703,7.7.2,35275.0,,,,0
2014,Ontario,2016A000235,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310704,7.7.3,19571.0,,,,0
2014,Ontario,2016A000235,Animal production,Net program payments,Dollars,81,units ,0,v52310705,7.8.1,5458.0,B,,,0
2014,Ontario,2016A000235,Animal production,Net market income,Dollars,81,units ,0,v52310706,7.8.2,58298.0,,,,0
2014,Ontario,2016A000235,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310707,7.8.3,26105.0,,,,0
2014,Ontario,2016A000235,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310708,7.9.1,4097.0,D,,,0
2014,Ontario,2016A000235,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310709,7.9.2,1967.0,,,,0
2014,Ontario,2016A000235,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310710,7.9.3,-10431.0,,,,0
2014,Ontario,2016A000235,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310711,7.10.1,4994.0,D,,,0
2014,Ontario,2016A000235,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310712,7.10.2,148921.0,,,,0
2014,Ontario,2016A000235,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310713,7.10.3,80100.0,,,,0
2014,Ontario,2016A000235,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310714,7.11.1,33052.0,B,,,0
2014,Ontario,2016A000235,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310715,7.11.2,228836.0,,,,0
2014,Ontario,2016A000235,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310716,7.11.3,148138.0,,,,0
2014,Ontario,2016A000235,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310717,7.12.1,,F,,,0
2014,Ontario,2016A000235,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310718,7.12.2,,F,,,0
2014,Ontario,2016A000235,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310719,7.12.3,,F,,,0
2014,Ontario,2016A000235,Other animal production,Net program payments,Dollars,81,units ,0,v52310720,7.13.1,2858.0,D,,,0
2014,Ontario,2016A000235,Other animal production,Net market income,Dollars,81,units ,0,v52310721,7.13.2,-9127.0,,,,0
2014,Ontario,2016A000235,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310722,7.13.3,-18136.0,,,,0
2014,Manitoba,2016A000246,Crop production,Net program payments,Dollars,81,units ,0,v52310723,8.1.1,12925.0,D,,,0
2014,Manitoba,2016A000246,Crop production,Net market income,Dollars,81,units ,0,v52310724,8.1.2,86258.0,,,,0
2014,Manitoba,2016A000246,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310725,8.1.3,28333.0,,,,0
2014,Manitoba,2016A000246,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310726,8.2.1,13015.0,D,,,0
2014,Manitoba,2016A000246,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310727,8.2.2,89252.0,,,,0
2014,Manitoba,2016A000246,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310728,8.2.3,28866.0,,,,0
2014,Manitoba,2016A000246,Potato farming,Net program payments,Dollars,81,units ,0,v52310729,8.3.1,126622.0,C,,,0
2014,Manitoba,2016A000246,Potato farming,Net market income,Dollars,81,units ,0,v52310730,8.3.2,682201.0,,,,0
2014,Manitoba,2016A000246,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310731,8.3.3,313311.0,,,,0
2014,Manitoba,2016A000246,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310732,8.4.1,40834.0,B,,,0
2014,Manitoba,2016A000246,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310733,8.4.2,27921.0,,,,0
2014,Manitoba,2016A000246,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310734,8.4.3,-16395.0,,,,0
2014,Manitoba,2016A000246,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310735,8.5.1,,F,,,0
2014,Manitoba,2016A000246,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310736,8.5.2,,F,,,0
2014,Manitoba,2016A000246,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310737,8.5.3,,F,,,0
2014,Manitoba,2016A000246,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310738,8.6.1,,F,,,0
2014,Manitoba,2016A000246,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310739,8.6.2,,F,,,0
2014,Manitoba,2016A000246,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310740,8.6.3,,F,,,0
2014,Manitoba,2016A000246,Other crop farming,Net program payments,Dollars,81,units ,0,v52310741,8.7.1,2528.0,C,,,0
2014,Manitoba,2016A000246,Other crop farming,Net market income,Dollars,81,units ,0,v52310742,8.7.2,23473.0,,,,0
2014,Manitoba,2016A000246,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310743,8.7.3,5971.0,,,,0
2014,Manitoba,2016A000246,Animal production,Net program payments,Dollars,81,units ,0,v52310744,8.8.1,7526.0,B,,,0
2014,Manitoba,2016A000246,Animal production,Net market income,Dollars,81,units ,0,v52310745,8.8.2,70073.0,,,,0
2014,Manitoba,2016A000246,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310746,8.8.3,39831.0,,,,0
2014,Manitoba,2016A000246,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310747,8.9.1,5019.0,A,,,0
2014,Manitoba,2016A000246,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310748,8.9.2,20344.0,,,,0
2014,Manitoba,2016A000246,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310749,8.9.3,5388.0,,,,0
2014,Manitoba,2016A000246,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310750,8.10.1,,F,,,0
2014,Manitoba,2016A000246,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310751,8.10.2,,F,,,0
2014,Manitoba,2016A000246,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310752,8.10.3,,F,,,0
2014,Manitoba,2016A000246,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310753,8.11.1,83203.0,D,,,0
2014,Manitoba,2016A000246,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310754,8.11.2,808325.0,,,,0
2014,Manitoba,2016A000246,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310755,8.11.3,607321.0,,,,0
2014,Manitoba,2016A000246,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310756,8.12.1,2672.0,E,,,0
2014,Manitoba,2016A000246,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310757,8.12.2,150833.0,E,,,0
2014,Manitoba,2016A000246,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310758,8.12.3,91664.0,E,,,0
2014,Manitoba,2016A000246,Other animal production,Net program payments,Dollars,81,units ,0,v52310759,8.13.1,6830.0,B,,,0
2014,Manitoba,2016A000246,Other animal production,Net market income,Dollars,81,units ,0,v52310760,8.13.2,114837.0,,,,0
2014,Manitoba,2016A000246,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310761,8.13.3,73855.0,,,,0
2014,Saskatchewan,2016A000247,Crop production,Net program payments,Dollars,81,units ,0,v52310762,9.1.1,5180.0,D,,,0
2014,Saskatchewan,2016A000247,Crop production,Net market income,Dollars,81,units ,0,v52310763,9.1.2,92638.0,,,,0
2014,Saskatchewan,2016A000247,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310764,9.1.3,34952.0,,,,0
2014,Saskatchewan,2016A000247,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310765,9.2.1,5256.0,D,,,0
2014,Saskatchewan,2016A000247,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310766,9.2.2,96603.0,,,,0
2014,Saskatchewan,2016A000247,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310767,9.2.3,36496.0,,,,0
2014,Saskatchewan,2016A000247,Potato farming,Net program payments,Dollars,81,units ,0,v52310768,9.3.1,,x,,,0
2014,Saskatchewan,2016A000247,Potato farming,Net market income,Dollars,81,units ,0,v52310769,9.3.2,,x,,,0
2014,Saskatchewan,2016A000247,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310770,9.3.3,,x,,,0
2014,Saskatchewan,2016A000247,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310771,9.4.1,,x,,,0
2014,Saskatchewan,2016A000247,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310772,9.4.2,,x,,,0
2014,Saskatchewan,2016A000247,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310773,9.4.3,,x,,,0
2014,Saskatchewan,2016A000247,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310774,9.5.1,,F,,,0
2014,Saskatchewan,2016A000247,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310775,9.5.2,,F,,,0
2014,Saskatchewan,2016A000247,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310776,9.5.3,,F,,,0
2014,Saskatchewan,2016A000247,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310777,9.6.1,,F,,,0
2014,Saskatchewan,2016A000247,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310778,9.6.2,,F,,,0
2014,Saskatchewan,2016A000247,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310779,9.6.3,,F,,,0
2014,Saskatchewan,2016A000247,Other crop farming,Net program payments,Dollars,81,units ,0,v52310780,9.7.1,,F,,,0
2014,Saskatchewan,2016A000247,Other crop farming,Net market income,Dollars,81,units ,0,v52310781,9.7.2,,F,,,0
2014,Saskatchewan,2016A000247,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310782,9.7.3,,F,,,0
2014,Saskatchewan,2016A000247,Animal production,Net program payments,Dollars,81,units ,0,v52310783,9.8.1,3040.0,B,,,0
2014,Saskatchewan,2016A000247,Animal production,Net market income,Dollars,81,units ,0,v52310784,9.8.2,42780.0,,,,0
2014,Saskatchewan,2016A000247,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310785,9.8.3,22410.0,,,,0
2014,Saskatchewan,2016A000247,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310786,9.9.1,3008.0,B,,,0
2014,Saskatchewan,2016A000247,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310787,9.9.2,36732.0,,,,0
2014,Saskatchewan,2016A000247,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310788,9.9.3,18565.0,,,,0
2014,Saskatchewan,2016A000247,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310789,9.10.1,3832.0,E,,,0
2014,Saskatchewan,2016A000247,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310790,9.10.2,227572.0,E,,,0
2014,Saskatchewan,2016A000247,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310791,9.10.3,90213.0,E,,,0
2014,Saskatchewan,2016A000247,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310792,9.11.1,8836.0,D,,,0
2014,Saskatchewan,2016A000247,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310793,9.11.2,595899.0,,,,0
2014,Saskatchewan,2016A000247,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310794,9.11.3,486064.0,,,,0
2014,Saskatchewan,2016A000247,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310795,9.12.1,,F,,,0
2014,Saskatchewan,2016A000247,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310796,9.12.2,,F,,,0
2014,Saskatchewan,2016A000247,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310797,9.12.3,,F,,,0
2014,Saskatchewan,2016A000247,Other animal production,Net program payments,Dollars,81,units ,0,v52310798,9.13.1,,F,,,0
2014,Saskatchewan,2016A000247,Other animal production,Net market income,Dollars,81,units ,0,v52310799,9.13.2,,F,,,0
2014,Saskatchewan,2016A000247,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310800,9.13.3,,F,,,0
2014,Alberta,2016A000248,Crop production,Net program payments,Dollars,81,units ,0,v52310801,10.1.1,7564.0,D,,,0
2014,Alberta,2016A000248,Crop production,Net market income,Dollars,81,units ,0,v52310802,10.1.2,84260.0,,,,0
2014,Alberta,2016A000248,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310803,10.1.3,27708.0,,,,0
2014,Alberta,2016A000248,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310804,10.2.1,7156.0,D,,,0
2014,Alberta,2016A000248,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310805,10.2.2,97884.0,,,,0
2014,Alberta,2016A000248,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310806,10.2.3,33942.0,,,,0
2014,Alberta,2016A000248,Potato farming,Net program payments,Dollars,81,units ,0,v52310807,10.3.1,79717.0,E,,,0
2014,Alberta,2016A000248,Potato farming,Net market income,Dollars,81,units ,0,v52310808,10.3.2,442145.0,E,,,0
2014,Alberta,2016A000248,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310809,10.3.3,171598.0,E,,,0
2014,Alberta,2016A000248,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310810,10.4.1,,F,,,0
2014,Alberta,2016A000248,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310811,10.4.2,,F,,,0
2014,Alberta,2016A000248,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310812,10.4.3,,F,,,0
2014,Alberta,2016A000248,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310813,10.5.1,,F,,,0
2014,Alberta,2016A000248,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310814,10.5.2,,F,,,0
2014,Alberta,2016A000248,Fruit and tree nut farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310815,10.5.3,,F,,,0
2014,Alberta,2016A000248,"Greenhouse, nursery and floriculture production",Net program payments,Dollars,81,units ,0,v52310816,10.6.1,26556.0,D,,,0
2014,Alberta,2016A000248,"Greenhouse, nursery and floriculture production",Net market income,Dollars,81,units ,0,v52310817,10.6.2,132414.0,,,,0
2014,Alberta,2016A000248,"Greenhouse, nursery and floriculture production",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310818,10.6.3,39503.0,,,,0
2014,Alberta,2016A000248,Other crop farming,Net program payments,Dollars,81,units ,0,v52310819,10.7.1,,F,,,0
2014,Alberta,2016A000248,Other crop farming,Net market income,Dollars,81,units ,0,v52310820,10.7.2,,F,,,0
2014,Alberta,2016A000248,Other crop farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310821,10.7.3,,F,,,0
2014,Alberta,2016A000248,Animal production,Net program payments,Dollars,81,units ,0,v52310822,10.8.1,4330.0,C,,,0
2014,Alberta,2016A000248,Animal production,Net market income,Dollars,81,units ,0,v52310823,10.8.2,41728.0,,,,0
2014,Alberta,2016A000248,Animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310824,10.8.3,11382.0,,,,0
2014,Alberta,2016A000248,"Beef cattle ranching and farming, including feedlots",Net program payments,Dollars,81,units ,0,v52310825,10.9.1,4180.0,C,,,0
2014,Alberta,2016A000248,"Beef cattle ranching and farming, including feedlots",Net market income,Dollars,81,units ,0,v52310826,10.9.2,24296.0,,,,0
2014,Alberta,2016A000248,"Beef cattle ranching and farming, including feedlots",Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310827,10.9.3,-2328.0,,,,0
2014,Alberta,2016A000248,Dairy cattle and milk production,Net program payments,Dollars,81,units ,0,v52310828,10.10.1,10605.0,E,,,0
2014,Alberta,2016A000248,Dairy cattle and milk production,Net market income,Dollars,81,units ,0,v52310829,10.10.2,274546.0,E,,,0
2014,Alberta,2016A000248,Dairy cattle and milk production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310830,10.10.3,132109.0,E,,,0
2014,Alberta,2016A000248,Hog and pig farming,Net program payments,Dollars,81,units ,0,v52310831,10.11.1,,F,,,0
2014,Alberta,2016A000248,Hog and pig farming,Net market income,Dollars,81,units ,0,v52310832,10.11.2,,F,,,0
2014,Alberta,2016A000248,Hog and pig farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310833,10.11.3,,F,,,0
2014,Alberta,2016A000248,Poultry and egg production,Net program payments,Dollars,81,units ,0,v52310834,10.12.1,,F,,,0
2014,Alberta,2016A000248,Poultry and egg production,Net market income,Dollars,81,units ,0,v52310835,10.12.2,,F,,,0
2014,Alberta,2016A000248,Poultry and egg production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310836,10.12.3,,F,,,0
2014,Alberta,2016A000248,Other animal production,Net program payments,Dollars,81,units ,0,v52310837,10.13.1,4283.0,D,,,0
2014,Alberta,2016A000248,Other animal production,Net market income,Dollars,81,units ,0,v52310838,10.13.2,75687.0,,,,0
2014,Alberta,2016A000248,Other animal production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310839,10.13.3,47656.0,,,,0
2014,British Columbia,2016A000259,Crop production,Net program payments,Dollars,81,units ,0,v52310840,11.1.1,4979.0,B,,,0
2014,British Columbia,2016A000259,Crop production,Net market income,Dollars,81,units ,0,v52310841,11.1.2,41437.0,,,,0
2014,British Columbia,2016A000259,Crop production,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310842,11.1.3,15680.0,,,,0
2014,British Columbia,2016A000259,Oilseed and grain farming,Net program payments,Dollars,81,units ,0,v52310843,11.2.1,,F,,,0
2014,British Columbia,2016A000259,Oilseed and grain farming,Net market income,Dollars,81,units ,0,v52310844,11.2.2,,F,,,0
2014,British Columbia,2016A000259,Oilseed and grain farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310845,11.2.3,,F,,,0
2014,British Columbia,2016A000259,Potato farming,Net program payments,Dollars,81,units ,0,v52310846,11.3.1,52101.0,B,,,0
2014,British Columbia,2016A000259,Potato farming,Net market income,Dollars,81,units ,0,v52310847,11.3.2,167192.0,,,,0
2014,British Columbia,2016A000259,Potato farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310848,11.3.3,96176.0,,,,0
2014,British Columbia,2016A000259,Other vegetable (except potato) and melon farming,Net program payments,Dollars,81,units ,0,v52310849,11.4.1,2098.0,D,,,0
2014,British Columbia,2016A000259,Other vegetable (except potato) and melon farming,Net market income,Dollars,81,units ,0,v52310850,11.4.2,38856.0,,,,0
2014,British Columbia,2016A000259,Other vegetable (except potato) and melon farming,Net market income adjusted for capital cost allowance,Dollars,81,units ,0,v52310851,11.4.3,23960.0,,,,0
2014,British Columbia,2016A000259,Fruit and tree nut farming,Net program payments,Dollars,81,units ,0,v52310852,11.5.1,4866.0,B,,,0
2014,British Columbia,2016A000259,Fruit and tree nut farming,Net market income,Dollars,81,units ,0,v52310853,11.5.2,20670.0,,,,0
